hip_x,hip_y,hip_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,spine_x,spine_y,spine_z,thorax_x,thorax_y,thorax_z,nose_x,nose_y,nose_z,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,frame_no,persons
0.0,0.0,0.0,-109.39327783800361,5.913909320085206,-63.05127634511149,-75.52792599048915,389.00358473402787,53.51284044771299,-57.51639419925188,791.6435060928907,210.09897717564445,109.3933598042867,-5.911704011600373,63.050011708493365,93.9941680979106,391.8403626709702,223.33824262200085,77.32828046547941,790.9759000044273,392.4597191751823,1.093527243727715,-253.0016207825358,-67.0951183976716,5.413770234073583,-493.2520266162656,-143.44415387936507,4.666541145134004,-606.0562762974201,-176.61752038660708,3.919312056194425,-718.8605259785746,-209.7908868938491,175.7080931595943,-504.994178731841,-79.11506323755552,297.0472962387275,-330.7626532583081,82.76787273381044,256.45230018637153,-109.90042880060909,71.10454838751144,-166.16881253875735,-486.30069165125485,-172.41421999164785,-282.8250045603436,-293.8601265279153,-87.58568812544165,-254.44987773915147,-73.70985306718822,-106.30869645856154,0,person_1
0.0,0.0,0.0,-108.54763248265402,6.042577959075639,-61.68854215833177,-81.44944711014618,398.6368484061805,93.47645343977987,-61.61639148783567,799.2860627849238,263.0608662540734,108.54799748565085,-6.04127614684993,61.68744350735049,92.39901398757162,395.2909401007314,221.47776786369636,82.23607071727655,796.5146186800018,388.7319884238649,0.9421889427173729,-252.26255946414614,-69.59600952776907,4.948270153509043,-491.8576427407808,-147.13248231080672,2.8903359739335865,-606.1677071861552,-180.05404980846356,0.8324017943581303,-720.4777716315297,-212.97561730612043,173.58508798105157,-503.6344237376998,-82.48948485101839,301.37524034751175,-334.34110437487874,86.08949924959794,265.11315194691485,-106.31984503030438,88.9126803903915,-163.927170905509,-484.5425382425665,-175.86261471117353,-284.1896560764816,-296.83289585843215,-85.98374724409062,-269.5829913187216,-72.38127998415112,-94.46157272509976,1,person_1
0.0,0.0,0.0,-109.27142938854342,7.089304401049701,-62.813226153864186,-84.36849621928054,400.6347445472852,130.80087743063467,-69.00666727510196,784.1486997917154,346.036742045142,109.27186206787107,-7.087076954599833,62.81214464095555,97.34762078756215,394.46935510633216,243.5071333517132,86.71779615584455,787.5579641909123,434.0691159588429,1.742920719452797,-251.63726911903814,-71.55550973648351,6.774912068176911,-490.3133403385354,-152.32429714339463,7.221142207395871,-604.139472731361,-186.4695258649049,7.6673723466148305,-717.9656051241867,-220.6147545864152,175.61194967184147,-506.3308976648658,-87.32712202283919,304.2626260116266,-319.7695043627861,63.32717911632177,269.01709678599116,-90.06563796172762,62.110388970174434,-161.3566507484433,-480.0590288075537,-181.403451437625,-277.68315427628715,-295.3451170049068,-85.62488629514715,-269.8149959792941,-61.48183270387895,-77.9377270014611,2,person_1
0.0,0.0,0.0,-111.49522518320359,5.495696677873741,-59.85042479492821,-90.83406777048188,399.53877330838276,155.202776242174,-76.88426497966995,751.0376504158824,422.9910194415176,111.49584117793822,-5.49291023926438,59.84979143387464,97.33572708113383,393.14333787267356,258.87710739287854,85.1226310951193,762.7977212351428,498.5995066879625,3.767718365696496,-251.20468217464858,-74.37889144416454,11.29978187162197,-489.1817129366033,-158.22289376170147,10.331940426674624,-605.1594050643871,-191.18345709326033,9.364098981727278,-721.137097192171,-224.1440204248192,184.2613433098432,-500.4651445443082,-98.16217619730205,299.8134455983251,-309.89114653127797,57.29898850597789,277.817542315419,-79.53816302654833,57.94378456783702,-161.86197409636645,-483.6416303460659,-181.71904876880166,-270.3809854733183,-276.2618567475774,-78.8248099732744,-282.5706627958976,-51.98026187505337,-81.71421808553345,3,person_1
0.0,0.0,0.0,-110.20255797290933,5.374602241343376,-62.959311426991285,-88.96067092777021,390.8239192759688,161.52487604343185,-79.90895887424412,714.3757981579989,481.8023577551889,110.20332310260082,-5.3718500816167944,62.95843463268176,94.80681851756754,386.99450933382536,273.68350957213215,80.51523361828498,738.5161242189472,539.9452877198938,3.6296228659272183,-251.99197537868952,-69.94147089223335,10.79538893552865,-491.69716842848163,-151.23217736736376,14.319759583398175,-606.4409156936638,-184.2071245940912,17.8441302312677,-721.1846629588459,-217.18207182081863,179.4993744436526,-504.48758997042,-85.61187006660488,282.7877232542767,-299.73990583712845,64.71663809001267,281.2967925765321,-63.5901571171466,68.27283273220283,-158.19122727936846,-484.70269120520936,-183.62986246090634,-254.5351709888552,-251.90963507856438,-99.88715024686704,-270.3046066759834,-17.186254072105072,-96.19445228182383,4,person_1
0.0,0.0,0.0,-107.55805632076958,5.018236885623748,-59.308982176235695,-85.69159677121804,381.86758507191365,171.4247044580174,-78.74966282728116,690.9875326296966,506.6840308838658,107.5592496847008,-5.01598429165566,59.307807000545694,82.7251521282355,380.8407157541444,283.843056394933,62.50966974823494,719.6249831623818,563.5360659462085,1.1262720508568453,-251.99406162240288,-69.42367959794355,5.50935420192028,-492.56979391305856,-149.31316999772585,12.09443147481658,-608.6512388541871,-180.0894095219282,18.679508747712884,-724.7326837953158,-210.8656490461305,174.80896495610165,-503.31485124035567,-86.2084150021042,241.50529185341014,-264.76975953903144,51.8932507139579,264.74559298777973,-27.234973998262234,63.264933050944045,-162.9515619811825,-486.51923839108287,-183.06688811717578,-224.87141105679768,-233.17838696174266,-113.44591140696355,-246.93546814144304,5.899230597665792,-105.13743205673832,5,person_1
0.0,0.0,0.0,-106.00967852756806,5.630648565661317,-59.654340709864805,-85.41528020358523,386.58857711925356,166.21564475702215,-80.23392241753142,699.8915425910466,494.6147162264347,106.0110871459373,-5.628007329896975,59.65316345571578,79.57492052704428,383.98516427777076,276.08578413173166,60.53258449003991,728.9750607199014,547.7595501752664,0.18515821135770905,-251.62776205471124,-69.95133195942992,3.597592381166929,-492.0886902175383,-150.12531459455465,11.019191787261143,-609.0120411898079,-180.24603293794382,18.440791193355356,-725.9353921620775,-210.36675128133302,173.61569308089446,-503.65800535384545,-86.97266437600065,210.5073253668514,-258.63949084271644,56.29386234123679,240.3900766473388,-19.657018415606984,80.51107665081531,-164.77365539088194,-485.5553094163074,-185.72018209772006,-212.46891563937334,-230.27688200842465,-121.69455048096003,-217.86190603898424,13.818413536642169,-104.57784373980479,6,person_1
0.0,0.0,0.0,-104.45706061060646,6.702619034782127,-63.62562436915407,-87.51158264729327,393.01542421975637,157.73397319043926,-81.69861937029656,724.2957826529771,456.88377645677815,104.45824363781989,-6.700179276665463,63.624356275957595,83.17173248627039,384.754646173445,271.7568323104029,65.60918381547444,742.4787106823208,528.0085084539381,-0.44748272160450986,-252.16090594608556,-69.64882144730976,2.4861602777353893,-493.06558965196143,-149.22037653643335,9.056862108129893,-609.2655474617482,-179.49830799321512,15.627563938524396,-725.4655052715349,-209.77623944999692,170.52294290343272,-507.5104558327976,-81.89494140077268,209.78628129400573,-263.9944735161789,65.08714847654964,227.82579492358516,-24.886216968898594,86.54193156446425,-163.94336917942724,-483.1179579910944,-189.08517752250515,-213.70289620940434,-221.170679552091,-134.97528851483483,-213.8269263154747,19.980735599800994,-125.54839486138772,7,person_1
0.0,0.0,0.0,-105.37111199927809,7.853879579584894,-66.3172980020837,-86.81476253646682,400.8008787874072,143.21003331761682,-78.59929047631795,750.2147691755697,411.9877332113469,105.37184956229945,-7.8514621547569385,66.3159945843084,86.08367749599104,390.6206065915816,259.57169759724064,67.276359387071,763.5266893094059,488.8946291151585,0.9330687580954844,-251.653414231544,-71.26545239223245,4.951750215121585,-492.16431572379287,-151.33679200288924,15.62747928816354,-609.096302939796,-181.77711132603233,26.303208361205495,-726.0282901557991,-212.2174306491754,170.91236442525525,-507.6887295775283,-77.89833075322845,214.51331240173957,-275.3813025949961,84.40464308105777,233.89317014013997,-35.45245031663217,110.19889776303262,-158.57669817637336,-480.71486240678473,-195.73839588696728,-218.26450281871155,-225.27309592500953,-146.8563177429022,-214.3378454741261,13.110585573522627,-141.92611147099447,8,person_1
0.0,0.0,0.0,-104.17448294381269,6.33935063993168,-65.99445017005124,-81.68693046094151,398.21814122021226,104.00508597898165,-78.11321076181702,794.4007891222852,296.5312191800817,104.17518114198708,-6.338122354937373,65.99292875344959,87.02287399708722,396.77085371352484,225.6860941778133,69.01263293247911,796.9489666129825,398.4461482414481,0.3653647646899416,-251.49463211910407,-71.91799881490505,3.3549077720122096,-491.883237571199,-151.5889114237555,12.00533786834465,-608.9178559988646,-182.86216011038627,20.655767964677093,-725.9524744265303,-214.13540879701705,170.72811826165042,-506.5648998558493,-79.3907169413602,223.71911313959984,-289.7510962736508,92.11131572284964,238.1174925862662,-53.40082404222841,117.90267775251513,-162.0575354695091,-479.2819737326097,-191.53557471136708,-233.75419855376174,-226.8988124301755,-129.2395045095824,-217.52835445895107,7.467570507432015,-128.30541399715412,9,person_1
